# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.372003e-02
# iters            rel. res.
      0            9.997750e-01
      1            7.070292e-02
      2            7.067881e-02
      3            5.933710e-02
      4            5.664598e-02
      5            4.876696e-02
      6            4.862996e-02
      7            4.328659e-02
      8            4.222772e-02
      9            4.059912e-02
     10            4.029867e-02
     11            4.011520e-02
     12            3.809290e-02
     13            3.781254e-02
     14            3.473645e-02
     15            3.430720e-02
     16            3.405869e-02
     17            3.224742e-02
     18            3.186075e-02
     19            3.116414e-02
     20            3.111623e-02
     21            3.109238e-02
     22            3.037589e-02
     23            3.029242e-02
     24            2.969415e-02
     25            2.969158e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.198457e-03
# iters            rel. res.
      0            3.553355e-02
      1            3.539257e-02
      2            3.453472e-02
      3            3.441546e-02
      4            3.355645e-02
      5            3.299904e-02
      6            3.269174e-02
      7            3.211001e-02
      8            3.190392e-02
      9            3.089625e-02
     10            3.059242e-02
     11            3.049992e-02
     12            3.028001e-02
     13            3.015662e-02
     14            2.970373e-02
     15            2.969744e-02
     16            2.969132e-02
     17            2.939612e-02
     18            2.938287e-02
     19            2.879312e-02
     20            2.873059e-02
     21            2.868031e-02
     22            2.832896e-02
     23            2.821934e-02
     24            2.787952e-02
     25            2.782738e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.370049e-02
# iters            rel. res.
      0            9.991906e-01
      1            1.049147e-01
      2            9.879409e-02
      3            8.543098e-02
      4            7.877571e-02
      5            6.904570e-02
      6            6.719123e-02
      7            6.438021e-02
      8            6.303763e-02
      9            6.063905e-02
     10            5.765274e-02
     11            5.646722e-02
     12            5.433745e-02
     13            5.306646e-02
     14            4.854904e-02
     15            4.789593e-02
     16            4.764205e-02
     17            4.393041e-02
     18            4.349019e-02
     19            4.090501e-02
     20            4.090081e-02
     21            4.089676e-02
     22            3.902081e-02
     23            3.895473e-02
     24            3.647732e-02
     25            3.635165e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.797578e-03
# iters            rel. res.
      0            5.329674e-02
      1            4.838135e-02
      2            4.564067e-02
      3            4.289024e-02
      4            4.190650e-02
      5            3.906236e-02
      6            3.870993e-02
      7            3.758933e-02
      8            3.734222e-02
      9            3.598286e-02
     10            3.520339e-02
     11            3.460697e-02
     12            3.333773e-02
     13            3.277938e-02
     14            3.083928e-02
     15            3.028304e-02
     16            2.981588e-02
     17            2.873062e-02
     18            2.804476e-02
     19            2.716950e-02
     20            2.681964e-02
     21            2.663158e-02
     22            2.625176e-02
     23            2.597597e-02
     24            2.570953e-02
     25            2.544175e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.368472e-02
# iters            rel. res.
      0            9.987207e-01
      1            1.262997e-01
      2            1.256437e-01
      3            9.362901e-02
      4            9.306812e-02
      5            7.357059e-02
      6            7.345874e-02
      7            6.602693e-02
      8            6.602663e-02
      9            5.669902e-02
     10            5.631204e-02
     11            5.600724e-02
     12            4.836509e-02
     13            4.836281e-02
     14            4.206366e-02
     15            4.206319e-02
     16            4.206277e-02
     17            3.787409e-02
     18            3.787106e-02
     19            3.418212e-02
     20            3.367065e-02
     21            3.327409e-02
     22            3.168788e-02
     23            3.161938e-02
     24            3.022562e-02
     25            3.022411e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.811901e-03
# iters            rel. res.
      0            5.372122e-02
      1            5.324360e-02
      2            4.993410e-02
      3            4.941716e-02
      4            4.652188e-02
      5            4.598026e-02
      6            4.546614e-02
      7            4.313811e-02
      8            4.252998e-02
